,Season Number,Pitch Number,Startup Name,Industry,Business Description,Company Website,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Started in,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Gross Margin,Net Margin,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of sharks in deal,Deal has conditions,Has Patents,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Ghazal Investment Amount,Ghazal Investment Equity,Ghazal Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Guest Name
80,1,81,SunfoxTechnologies,Health,Portable ECG Device,https://www.sunfox.in/,4,4,0,0,0.0,Young,2016,Dehradun,Uttarakhand,120.0,5.0,,,100.0,2.0,5000.0,1,1.0,100.0,6.0,,,1667.0,5.0,,,0.0,,,20.0,1.2,,20.0,1.2,,20.0,1.2,,0.0,,,20.0,1.2,,20.0,1.2,,,,,,,,
81,1,82,Alpino,Food,Roasted Peanut butter Products,https://alpino.store/,4,4,0,0,0.0,Young,2016,Surat,Gujarat,1000.0,,38.0,,150.0,2.0,7500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
82,1,83,IsakFragrances,Beauty,Perfumes Fragrances,https://isakfragrances.com/,1,0,1,0,0.0,Young,2016,Lucknow,Uttar Pradesh,,3.5,,,50.0,8.0,625.0,1,1.0,50.0,50.0,,,100.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,50.0,50.0,,0.0,,,,,,,,,
83,1,84,JulaaAutomation,Manufacturing,Automatic Cradle,https://www.automaticjulaa.com/,3,3,0,0,0.0,Middle,2022,Ahmedabad,Gujarat,0.0,,,,50.0,10.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
84,1,85,RarePlanet,Manufacturing,Handicrafts,https://rareplanet.in/,2,2,0,0,0.0,Middle,2015,Kolkata,West Bengal,,12.0,,,65.0,1.0,6500.0,1,1.0,65.0,3.0,,,2167.0,1.0,,,0.0,,,65.0,3.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
85,1,86,ThekaCoffee,Food,Coffee Products,https://thekacoffee.com/,1,1,0,0,0.0,Young,2018,Gandhinagar,Gujarat,180.0,4.0,,,50.0,10.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
86,1,87,WattTechnovations,Health,Ventilated PPE Kits,https://www.watttechnovations.com/,1,1,0,0,0.0,Young,2020,Pune,Maharashtra,,,,,0.00101,2.0,0.0,1,1.0,0.00101,4.0,,,0.0,4.0,,,0.0,,,0.0002525,1.0,,0.0002525,1.0,,0.0,,,0.0,,,0.0002525,1.0,,0.0002525,1.0,,,,,,,,
87,1,88,AlisteTechnologies,Technology,Automation Solutions,https://www.alistetechnologies.com/,6,6,0,0,0.0,Young,2020,Noida,Uttar Pradesh,,7.5,40.0,,60.0,5.0,1200.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
88,1,89,InsuranceSamadhan,Services,Insurance Solutions,https://www.insurancesamadhan.com/,3,2,1,0,0.0,Middle,2016,Noida,Uttar Pradesh,,22.0,,,100.0,1.0,10000.0,1,1.0,100.0,4.0,,,2500.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,100.0,4.0,,0.0,,,,,,,,,
89,1,90,HumpyA2,Food,Organic Milk A2 Products,https://humpyfarms.com/,3,2,1,0,0.0,Middle,2017,Pune,Maharashtra,208.0,,44.0,,75.0,4.0,1875.0,1,1.0,100.0,15.0,,,667.0,3.0,,,0.0,,,0.0,,,0.0,,,33.33,5.0,,0.0,,,33.33,5.0,,33.33,5.0,,,,,,,,
90,1,91,KunafaWorld,Food,Kunafa food products,https://www.kunafaworld.com/,2,1,1,0,1.0,Young,2018,Mangalore,Karnataka,200.0,30.0,30.0,,90.0,5.0,1800.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
91,1,92,GoldSafeSolutions,Manufacturing,Anti-Suicidal Fan Rod,https://www.goldlife.co.in/,2,2,0,0,0.0,Middle,2017,Mumbai,Maharashtra,50.0,,25.0,,50.0,5.0,1000.0,1,1.0,50.0,30.0,,,167.0,3.0,,,0.0,,,0.0,,,0.0,,,16.66,10.0,,0.0,,,16.66,10.0,,16.66,10.0,,,,,,,,
92,1,93,WakaoFoods,Food,Jackfruit Products,https://wakaofoods.com/,1,1,0,0,0.0,Middle,2021,Goa,Goa,,6.0,,,75.0,5.0,1500.0,1,1.0,75.0,21.0,,,357.0,3.0,,,0.0,,,25.0,7.0,,0.0,,,25.0,7.0,,0.0,,,0.0,,,25.0,7.0,,,,,,,,
93,1,94,PDDFalcon,Manufacturing,Stainless Steel Items,https://falconproducts.co.in/,2,1,1,0,1.0,Young,2018,Gandhinagar,Gujarat,272.0,,30.0,,75.0,3.0,2500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
94,1,95,PlayBoxTV,Services,Streaming Platform,https://playboxtv.in/,2,2,0,0,0.0,Young,2017,Mumbai,Maharashtra,1020.0,,,,100.0,3.5,2857.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
95,1,96,Sippline,Manufacturing,Portable Glass Attachment Drinking Shields,https://www.sippline.com/,1,1,0,0,0.0,Middle,2019,Pune,Maharashtra,,,,,75.0,15.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
96,1,97,KabaddiAdda,Sports,All-Kabaddi App,https://www.kabaddiadda.com/,2,2,0,0,0.0,Middle,2019,Bangalore,Karnataka,250.0,,,,80.0,1.0,8000.0,1,1.0,80.0,6.0,,,1333.0,2.0,,,0.0,,,40.0,3.0,,0.0,,,40.0,3.0,,0.0,,,0.0,,,0.0,,,,,,,,,
97,1,98,ShadesofSpring,Services,Flowers,https://shadesofspring.in/,2,1,1,0,1.0,Young,2019,Bangalore,Karnataka,900.0,,29.0,,300.0,1.0,30000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
98,1,99,Scholify,Education,Scholarship Platform,https://scholifyme.com/,1,1,0,0,0.0,Middle,,Bangalore,Karnataka,0.0,,,,50.0,7.5,667.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
99,1,100,Scrapshala,Manufacturing,Handmade Reusable Scrap Materials,https://scrapshala.com/,2,0,2,0,0.0,Middle,2016,Varanasi,Uttar Pradesh,,2.0,,,50.0,10.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
100,1,101,Sabjikothi,Manufacturing,Vegetables Storage SaptKrishi,https://www.saptkrishi.com/,2,1,1,0,0.0,Young,,Bhagalpur,Bihar,0.0,,,,60.0,2.5,2400.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
101,1,102,AyuRythm,Health,Ayurvedic Wellness App,https://www.ayurythm.com/home/,3,3,0,0,0.0,Middle,2016,Bangalore,Karnataka,,,,,75.0,2.0,3750.0,1,1.0,75.0,2.68,,,2799.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,75.0,2.68,,0.0,,,0.0,,,,,,,,,
102,1,103,Astrix,Manufacturing,Smart Locks Qtouch,https://www.astrixengineering.com/,2,1,1,0,1.0,Middle,2021,Coimbatore,Tamil Nadu,,18.0,,,75.0,3.0,2500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
103,1,104,TheaandSid,Services,Proposal Solutions,https://theaandsid.com/,2,0,2,0,0.0,Middle,2021,Mumbai,Maharashtra,16.0,10.0,75.0,,80.0,7.0,1143.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
104,1,105,ExperentialEtc,Technology,Technology layered advertisement services,https://www.experientialetc.com/,2,2,0,0,0.0,Middle,2017,Mumbai,Maharashtra,100.0,,,,200.0,4.0,5000.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
105,1,106,GrowFitter,Technology,Rewards App,https://www.growfitter.com/,2,2,0,0,0.0,Middle,2016,Mumbai,Maharashtra,170.0,,,,50.0,1.0,5000.0,1,1.0,50.0,2.0,,,2500.0,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,50.0,2.0,,0.0,,,0.0,,,,,,,,,
106,1,107,C3Med-Tech,Health,Portable ophthalmic vision devices,https://c3prototypes.com/,2,1,1,0,1.0,Middle,2019,Ahmedabad,Gujarat,,,,,35.0,6.0,583.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
107,1,108,ColourMeMad-CMM,Beauty,Insoles,https://yourfootdoctor.in/,2,1,1,0,1.0,Middle,2017,Mumbai,Maharashtra,,0.66,,,40.0,10.0,400.0,1,1.0,40.0,25.0,,,160.0,1.0,,,0.0,,,40.0,25.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
108,1,109,Mavi's,Food,Vegan Fermented Food,https://mavispantry.com/,2,1,1,0,1.0,Middle,2018,Thane,Maharashtra,,2.0,,,40.0,5.0,800.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
109,1,110,TweekLabs,Sports,Sportswear,https://www.tweek-labs.com/,4,4,0,0,0.0,Middle,2019,Delhi,Delhi,,,,,40.0,2.0,2000.0,1,1.0,60.0,10.0,,,600.0,3.0,,,20.0,3.33,,0.0,,,20.0,3.33,,0.0,,,0.0,,,20.0,3.33,,0.0,,,,,,,,,
110,1,111,Proxgy,Technology,Virtual Reality,https://www.proxgy.com/,2,2,0,0,0.0,Middle,2020,Delhi,Delhi,,,,,35.0,1.0,3500.0,1,1.0,100.0,10.0,,,1000.0,2.0,,,50.0,5.0,,0.0,,,0.0,,,0.0,,,0.0,,,50.0,5.0,,0.0,,,,,,,,,
111,1,112,NomadFoodProject,Food,Bacon Jams Relishes,https://nomadfoodproject.com/,2,2,0,0,0.0,Young,2019,"Delhi,Pune","Delhi,Maharashtra",,3.0,70.0,,40.0,10.0,400.0,1,1.0,40.0,20.0,,,200.0,4.0,,,10.0,5.0,,10.0,5.0,,0.0,,,10.0,5.0,,0.0,,,0.0,,,10.0,5.0,,,,,,,,
112,1,113,TweeInOne,Beauty,Reversible and convertible clothing,https://tweeinone.com/,1,0,1,0,0.0,Young,2017,Mumbai,Maharashtra,,,,,30.0,7.5,400.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
113,1,114,GreenProtein,Food,Plant-Based Protein,https://greenprotein.co.in/,2,1,1,0,1.0,Middle,2019,Mumbai,Maharashtra,,12.0,40.0,,60.0,2.0,3000.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
114,1,115,On2Cook,Food,Fastest Cooking Device,https://on2cook.com/,1,1,0,0,0.0,Middle,,Ahmedabad,Gujarat,0.0,,,,100.0,1.0,10000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
115,1,116,JainShikanji,Food,Lemonade,https://jainshikanjimasala.com/,1,1,0,0,0.0,Middle,2017,Modinagar,Uttar Pradesh,,2.0,,,40.0,8.0,500.0,1,1.0,40.0,30.0,,,133.0,4.0,,,10.0,7.5,,0.0,,,10.0,7.5,,10.0,7.5,,10.0,7.5,,0.0,,,0.0,,,,,,,,,
116,1,117,Woloo,Technology,Washroom Finder,https://woloo.in/,3,1,2,0,0.0,Middle,2020,Mumbai,Maharashtra,108.0,,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
117,1,118,ElcareIndia,Health,Carenting for Elders,https://elcare.co/,3,2,1,0,0.0,Middle,2021,Mumbai,Maharashtra,60.0,,30.0,,100.0,2.5,4000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
118,1,119,SneaKare,Beauty,Shoe Sneaker kits storage crates,https://sneakare.com/,1,1,0,0,0.0,Young,2020,Delhi,Delhi,,7.0,,,20.0,5.0,400.0,1,1.0,21.0,12.0,,,175.0,3.0,,,0.0,,,7.0,4.0,,0.0,,,7.0,4.0,,7.0,4.0,,0.0,,,0.0,,,,,,,,,
119,1,120,FrenchCrown,Beauty,Clothes,https://frenchcrown.in/,2,2,0,0,0.0,Middle,2017,Surat,Gujarat,7200.0,,70.0,,150.0,0.33,45455.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
120,1,121,StoreMyGoods,Services,Storage solutions,https://storemygoods.in/,3,2,1,0,1.0,Middle,2020,Noida,Uttar Pradesh,100.0,,,,100.0,1.75,5714.0,1,1.0,50.0,4.0,50.0,,1250.0,2.0,,,0.0,,,25.0,2.0,25.0,0.0,,,0.0,,,0.0,,,25.0,2.0,25.0,0.0,,,,,,,,,
121,1,122,Devnagri,Technology,Translation of language content,https://devnagri.com/,2,2,0,0,0.0,Middle,2020,Delhi,Delhi,500.0,,,,100.0,1.0,10000.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
122,1,123,WitBlox,Manufacturing,Kids playing equipment,https://witblox.com/,2,1,1,0,0.0,Middle,2020,Mumbai,Maharashtra,,,,,60.0,3.0,2000.0,1,1.0,60.0,10.0,,,600.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,30.0,5.0,,30.0,5.0,,,,,,,,
123,1,124,Kineer,Food,Packaged drinking water,https://www.kineerblessed.com/,2,1,0,1,0.0,Middle,2018,Pune,Maharashtra,,2.0,,,100.0,10.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
124,1,125,PiChem,Manufacturing,Chemical products,http://www.pichem.in/,1,1,0,0,0.0,Young,2021,Lucknow,Uttar Pradesh,,1.77,50.0,,40.0,5.0,800.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
125,1,126,Clensta,Beauty,Waterless bathing technology products,https://clensta.com/,1,1,0,0,0.0,Middle,2017,Delhi,Delhi,,150.0,,,100.0,1.0,10000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
126,1,127,InfinitiInsects,Pets,Live insect feed for pets,https://infiniti-insects.business.site/,2,1,1,0,,Middle,2016,Bangalore,Karnataka,,0.5,,,25.0,10.0,250.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
127,1,128,AshwaPro,Services,Outdoor cycling gym,https://ashwa.pro/,1,1,0,0,0.0,Middle,,Jaipur,Rajasthan,,,,,50.0,10.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
128,1,129,Mine4Nine,Beauty,Trendy maternity dresses,https://mine4nine.in/,2,1,1,0,1.0,Middle,2019,Gurgaon,Haryana,260.0,,,,75.0,4.0,1875.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
129,1,130,StudioBeej,Beauty,Sustainable leather accessories,https://studiobeej.com/,1,0,1,0,0.0,Middle,2020,Mumbai,Maharashtra,112.0,,,,75.0,7.5,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
130,1,131,Sattuz,Beverages,Foods Beverages super food,https://sattuz.in/,2,1,1,0,1.0,Middle,2018,Madhubani,Bihar,25.0,,,,25.0,5.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
131,1,132,Scintiglo,Health,Diagnostic device for microalbuminuria estimation,https://cemd.in/,1,1,0,0,0.0,Middle,2021,Indore,Madhya Pradesh,0.0,,,,75.0,1.0,7500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
132,1,133,Glii,Services,Dating app for LGBTQ,https://www.glii.in/,4,3,0,1,0.0,Middle,2021,Noida,Uttar Pradesh,,,,,40.0,4.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
133,1,134,StanleeIndia,Electronics,Televisions,https://www.stanleeindia.com/,3,3,0,0,0.0,Middle,2019,Delhi,Delhi,,,,,60.0,3.0,2000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
134,1,135,SpaceKidzIndia,Manufacturing,Small Satellites by kids,https://www.spacekidzindia.in/,2,1,1,0,0.0,Middle,,Chennai,Tamil Nadu,,,,,100.0,2.0,5000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
135,1,136,UrbanNaps,Services,Smart Napping Pod,https://urbannaps.com/,2,2,0,0,0.0,Young,2018,Ahmedabad,Gujarat,,,,,50.0,4.0,1250.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
136,1,137,Gizmoswala,Entertainment,Sex toys and games,https://www.gizmoswala.com/,3,2,1,0,0.0,Middle,2020,Mumbai,Maharashtra,,7.0,40.0,,75.0,5.0,1500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
137,1,138,ZyppElectric,Vehicles,Electrical Vehicles,https://zypp.app/,2,1,1,0,1.0,Young,,Gurgaon,Haryana,-1.0,,,,220.0,1.0,22000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
138,1,139,Picsniff,Technology,Face recognition based image sharing,https://algomage.com/algoshare,1,1,0,0,0.0,Young,2021,Mumbai,Maharashtra,,,,,55.0,1.0,5500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
139,1,140,Deciwood,Electronics,Portable wooden Bluetooth speakers,https://deciwood.com/,2,2,0,0,0.0,Young,2019,Delhi,Delhi,,,,,50.0,3.5,1429.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
140,1,141,HappyBar,Food,FitSport delicious snacks,https://www.fitsport.me/,3,2,1,0,0.0,Middle,2019,Hyderabad,Telangana,-1.0,29.0,,,60.0,2.0,3000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
141,1,142,Tathastulive,Services,"Offer Daan, Puja and Yajna",https://www.temple.biz/,3,2,1,0,1.0,Middle,2020,Ahmedabad,Gujarat,,,,,50.0,10.0,500.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
142,1,143,BandsandCups,Beauty,Bra fitting service,https://www.bandsandcups.com/,1,0,1,0,0.0,Middle,2021,Chennai,Tamil Nadu,,1.0,60.0,,40.0,10.0,400.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
143,1,144,MyWealthProtector,Services,Beyond Life Service,https://mywealthprotector.com/,2,2,0,0,0.0,Middle,,Mumbai,Maharashtra,,2.0,,,50.0,2.5,2000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
144,1,145,TheIris,Manufacturing,Pocket Microscopes,https://www.theiris.co.in/,2,1,1,0,,Young,,Bangalore,Karnataka,,,,,10.0,15.0,67.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
145,1,146,Canebot,Food,Juice making machine,,2,1,1,0,1.0,Middle,,Pune,Maharashtra,200.0,,,,100.0,2.5,4000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
146,1,147,OyeDelhiOye,Food,Delhi Ke Chole Kulche,,2,2,0,0,0.0,Middle,2021,Delhi,Delhi,,,,,35.0,10.0,350.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
147,1,148,InaliAssistiveTech,Health,Prosthetics,https://inalifoundation.com/,2,2,0,0,0.0,Young,,Pune,Maharashtra,,,,,50.0,5.0,1000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
148,1,149,Meera'sCelebrations,Services,Wedding ceremonial items,https://www.facebook.com/meeracelebrations/,2,1,1,0,1.0,Middle,,Ludhiana,Punjab,,,,,50.0,25.0,200.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
149,1,150,Artment,Beauty,Exquisite pieces of home decor,https://theartment.com/,2,1,1,0,0.0,Young,2019,Gurgaon,Haryana,,100.0,,,170.0,2.5,6800.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
150,1,151,Powertree,Manufacturing,Beautiful efficient solar panels,https://powertree.co.in/,2,2,0,0,0.0,Middle,,Gandhinagar,Gujarat,,,,,150.0,2.5,6000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
151,1,152,Eume,Beauty,Massager Backpack,https://eumeworld.com/,3,2,1,0,1.0,Middle,2018,Mumbai,Maharashtra,1200.0,,,,150.0,2.0,7500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
152,2,153,Hoovu,Services,Fresh Pooja flowers,https://hoovufresh.com/,2,0,2,0,0.0,Young,,Bengaluru,Karnataka,,65.0,,,80.0,1.0,8000.0,1,1.0,100.0,2.0,,,5000.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,50.0,1.0,,50.0,1.0,,0.0,,,,,,,,,
153,2,154,Dorji,Food,Flavors of Tea,https://dorjeteas.com/,2,2,0,0,0.0,Young,,Darjeeling,West Bengal,,11.0,,,30.0,5.0,600.0,1,1.0,30.0,15.0,,,200.0,3.0,,,0.0,,,0.0,,,10.0,5.0,,10.0,5.0,,0.0,,,10.0,5.0,,0.0,,,,,,,,,
154,2,155,Recode,Beauty,Beauty & cosmetics,https://shop.recodestudios.com/,2,2,0,0,0.0,Middle,,Ludhiana,Punjab,,,,,100.0,1.0,10000.0,0,,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
155,2,156,VeryMuchIndian,Beauty,Paithani Handloom Sarees,https://www.verymuchindian.com/,2,1,1,0,1.0,Middle,2018,Pune,Maharashtra,150.0,,35.0,,50.0,3.0,1667.0,1,1.0,50.0,10.0,,,500.0,2.0,,,0.0,,,25.0,5.0,,0.0,,,0.0,,,25.0,5.0,,0.0,,,0.0,,,,,,,,,
156,2,157,WatchoutWearables,Electronics,Smart watches,https://www.watchoutwearables.com/,2,2,0,0,0.0,Young,2021,Thane,Maharashtra,,25.0,,,200.0,5.0,4000.0,1,1.0,100.0,10.0,100.0,,1000.0,2.0,,,0.0,,,0.0,,,50.0,5.0,50.0,50.0,5.0,50.0,0.0,,,0.0,,,0.0,,,,,,,,,
157,2,158,SoupX,Food,Soup based meals,https://www.soupx.in/,2,2,0,0,0.0,Young,,Delhi,Delhi,-1.0,,45.0,,75.0,6.0,1250.0,1,1.0,50.0,18.0,25.0,,277.7777778,1.0,,,0.0,,,0.0,,,0.0,,,50.0,18.0,25.0,0.0,,,0.0,,,0.0,,,,,,,,,
158,2,159,ATMOSPHERE,Food,Varieties of kombucha,https://atmospherestudio.in/,2,0,2,0,0.0,Young,,Delhi,Delhi,,,,,75.0,3.0,2500.0,1,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
159,2,160,Stage,Entertainment,Web series and movies in Indian languages,https://www.stage.in/,3,3,0,0,0.0,Young,,"Bhiwani,Barnagar","Haryana,Madhya Pradesh",,,,,300.0,1.0,30000.0,1,1.0,150.0,0.6,150.0,,25000.0,3.0,,,0.0,,,50.0,0.2,50.0,0.0,,,0.0,,,50.0,0.2,50.0,50.0,0.2,50.0,0.0,,,,,,,,,
160,2,161,Girgit,Beauty,color-changing clothing products ,https://www.girgitstore.com/,2,1,1,0,1.0,Young,,Mumbai,Maharashtra,,,,,20.0,10.0,200.0,1,1.0,20.0,20.0,,,100.0,1.0,,,0.0,,,20.0,20.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
161,2,162,GearHeadMotors,Vehicles,Electric vehicles bikes,https://www.ghmev.com/,2,2,0,0,0.0,Young,,Hyderabad,Telangana,,,,,75.0,2.0,3750.0,1,1.0,100.0,6.67,,,1499.250375,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,50.0,3.335,,50.0,3.335,,0.0,,,,,,,,,
162,2,163,PatilKaki,Food,Homemade snacks,https://patilkaki.com/,3,2,1,0,0.0,Young,2020,Mumbai,Maharashtra,,,,,40.0,2.5,1600.0,1,1.0,40.0,4.0,,,1000.0,2.0,,,0.0,,,0.0,,,20.0,2.0,,0.0,,,0.0,,,20.0,2.0,,0.0,,,,,,,,,
163,2,164,Brandsdaddy,Manufacturing,Auto Fire Extinguisher,https://www.brandsdaddy.com/,2,1,1,0,1.0,Middle,,Mumbai,Maharashtra,,12.0,60.0,,70.0,5.0,1400.0,1,1.0,35.0,5.0,35.0,,700.0,1.0,,,0.0,,,35.0,5.0,35.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,
